Lat, Lon, HDT, indicator, p_n, t_n
25.01292173,121.54096450,269.68200000,2.00000000,1.00000000,135.00000000
25.01292173,121.54096460,269.49100000,2.00000000,1.00000000,135.00000000
25.01292173,121.54096460,269.37800000,2.00000000,1.00000000,135.00000000
25.01292173,121.54096460,269.02400000,2.00000000,1.00000000,135.00000000
25.01292163,121.54096450,269.24600000,2.00000000,1.00000000,135.00000000
25.01292163,121.54096440,269.00200000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096440,269.09800000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096430,269.07400000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096430,269.55800000,2.00000000,1.00000000,135.00000000
25.01292113,121.54096430,270.07800000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096430,270.24900000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,269.85600000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,269.79900000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,270.22900000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,269.78200000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,269.94200000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,269.83000000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,269.02100000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,269.02500000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096430,268.44500000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096430,268.49000000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096430,268.91600000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096430,269.67200000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096430,269.98100000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096420,270.06400000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096420,269.73400000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096410,269.72600000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096400,269.54400000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096400,269.25700000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096400,269.37800000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096400,269.17000000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096390,269.41400000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096380,269.82000000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096380,269.68200000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096370,269.18000000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096360,268.67900000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096350,269.09100000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096340,269.23200000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096340,268.88700000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096340,268.28900000,2.00000000,1.00000000,135.00000000
25.01292153,121.54096340,268.80300000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096340,269.19400000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096330,269.79200000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096330,269.75300000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096340,269.20000000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096330,269.90600000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096350,269.04700000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096350,269.47400000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,269.02400000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096350,269.55500000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096350,269.42600000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,269.13600000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096340,269.01900000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096340,269.78400000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096340,269.66900000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,269.75800000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096340,269.69200000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,270.19600000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,270.03600000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,269.11600000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,269.46400000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,269.75200000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096340,269.55700000,2.00000000,1.00000000,135.00000000
25.01292123,121.54096340,269.19300000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096330,269.08300000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096330,269.62000000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096330,269.35700000,2.00000000,1.00000000,135.00000000
25.01292133,121.54096340,269.43800000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096330,269.18100000,2.00000000,1.00000000,135.00000000
25.01292143,121.54096340,269.06000000,2.00000000,1.00000000,135.00000000
25.01292153,121.54096330,269.43100000,2.00000000,1.00000000,135.00000000
25.01292163,121.54096330,269.32800000,2.00000000,1.00000000,135.00000000
25.01292173,121.54096330,269.83700000,2.00000000,1.00000000,135.00000000
25.01292173,121.54096340,269.63300000,2.00000000,1.00000000,135.00000000
25.01292193,121.54096340,269.71500000,2.00000000,1.00000000,135.00000000
25.01292203,121.54096330,269.24700000,2.00000000,1.00000000,135.00000000
25.01292213,121.54096330,269.28900000,2.00000000,1.00000000,135.00000000
25.01292223,121.54096330,268.85400000,2.00000000,1.00000000,135.00000000
25.01292243,121.54096320,269.43500000,2.00000000,1.00000000,135.00000000
25.01292253,121.54096320,269.74500000,2.00000000,1.00000000,135.00000000
25.01292263,121.54096310,269.49200000,2.00000000,1.00000000,135.00000000
25.01292263,121.54096310,270.25600000,2.00000000,1.00000000,135.00000000
25.01292273,121.54096300,270.49500000,2.00000000,1.00000000,135.00000000
25.01292273,121.54096300,269.46600000,2.00000000,1.00000000,135.00000000
25.01292333,121.54096340,223.75000000,2.00000000,1.00000000,180.00000000
25.01292333,121.54096340,225.91500000,2.00000000,1.00000000,180.00000000
25.01292343,121.54096350,226.08800000,2.00000000,1.00000000,180.00000000
25.01292353,121.54096350,223.62700000,2.00000000,1.00000000,180.00000000
25.01292363,121.54096360,224.20000000,2.00000000,1.00000000,180.00000000
25.01292353,121.54096370,223.82400000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096380,225.55800000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096390,224.35500000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096400,225.69100000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096420,223.87400000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096420,224.00000000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096420,224.08600000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096430,226.00500000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096440,223.80200000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096450,225.34400000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096450,224.20600000,2.00000000,1.00000000,180.00000000
25.01292363,121.54096460,226.36000000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096460,225.52700000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096470,225.55600000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096470,224.54800000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096470,224.00000000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096470,225.92000000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096470,225.86900000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096480,225.48600000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096480,225.35800000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096480,224.29000000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096490,224.74100000,2.00000000,1.00000000,180.00000000
25.01292383,121.54096480,225.50000000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096480,223.63900000,2.00000000,1.00000000,180.00000000
25.01292373,121.54096490,224.76400000,2.00000000,1.00000000,180.00000000
25.01292363,121.54096490,224.20600000,2.00000000,1.00000000,180.00000000
25.01292363,121.54096500,225.22000000,2.00000000,1.00000000,180.00000000
25.01292363,121.54096500,224.99600000,2.00000000,1.00000000,180.00000000
25.01292353,121.54096510,226.46100000,2.00000000,1.00000000,180.00000000
25.01292353,121.54096510,225.23700000,2.00000000,1.00000000,180.00000000
25.01292353,121.54096520,225.61800000,2.00000000,1.00000000,180.00000000
25.01292343,121.54096520,223.55000000,2.00000000,1.00000000,180.00000000
25.01292333,121.54096530,225.55300000,2.00000000,1.00000000,180.00000000
25.01292323,121.54096530,225.95700000,2.00000000,1.00000000,180.00000000
25.01292323,121.54096540,224.02000000,2.00000000,1.00000000,180.00000000
25.01292323,121.54096540,226.30100000,2.00000000,1.00000000,180.00000000
25.01292313,121.54096540,224.01700000,2.00000000,1.00000000,180.00000000
25.01292313,121.54096550,225.89500000,2.00000000,1.00000000,180.00000000
25.01292303,121.54096540,224.03400000,2.00000000,1.00000000,180.00000000
25.01292293,121.54096550,225.26900000,2.00000000,1.00000000,180.00000000
25.01292273,121.54096550,225.78300000,2.00000000,1.00000000,180.00000000
25.01292607,121.54096820,224.96800000,4.00000000,1.00000000,180.00000000
25.01292605,121.54096820,225.37400000,4.00000000,1.00000000,180.00000000
25.01292606,121.54096820,223.69300000,4.00000000,1.00000000,180.00000000
25.01292603,121.54096840,179.90400000,4.00000000,1.00000000,225.00000000
25.01292605,121.54096830,181.44900000,4.00000000,1.00000000,225.00000000
25.01292607,121.54096830,178.85000000,4.00000000,1.00000000,225.00000000
25.01292606,121.54096830,180.12700000,4.00000000,1.00000000,225.00000000
25.01292605,121.54096830,181.26700000,4.00000000,1.00000000,225.00000000
25.01292607,121.54096830,180.66100000,4.00000000,1.00000000,225.00000000
25.01292605,121.54096830,178.62800000,4.00000000,1.00000000,225.00000000
25.01292600,121.54096840,181.06800000,4.00000000,1.00000000,225.00000000
25.01292609,121.54096830,179.42200000,4.00000000,1.00000000,225.00000000
25.01292604,121.54096830,180.46700000,4.00000000,1.00000000,225.00000000
25.01292604,121.54096820,180.91300000,4.00000000,1.00000000,225.00000000
25.01292606,121.54096820,178.63500000,4.00000000,1.00000000,225.00000000
25.01292607,121.54096820,180.95500000,4.00000000,1.00000000,225.00000000
25.01292608,121.54096830,178.96400000,4.00000000,1.00000000,225.00000000
25.01292608,121.54096820,179.43100000,4.00000000,1.00000000,225.00000000
25.01292606,121.54096820,178.60900000,4.00000000,1.00000000,225.00000000
25.01292607,121.54096820,180.95100000,4.00000000,1.00000000,225.00000000
25.01292609,121.54096820,179.98400000,4.00000000,1.00000000,225.00000000
25.01292605,121.54096830,181.11200000,4.00000000,1.00000000,225.00000000
25.01292601,121.54096830,178.92400000,4.00000000,1.00000000,225.00000000
25.01292596,121.54096840,179.28800000,4.00000000,1.00000000,225.00000000
25.01292603,121.54096830,179.56300000,4.00000000,1.00000000,225.00000000
25.01292603,121.54096830,179.71800000,4.00000000,1.00000000,225.00000000
25.01292596,121.54096850,181.19900000,4.00000000,1.00000000,225.00000000
25.01292604,121.54096820,179.94800000,4.00000000,1.00000000,225.00000000
25.01292613,121.54096800,180.51600000,4.00000000,1.00000000,225.00000000
25.01292608,121.54096820,179.81300000,4.00000000,1.00000000,225.00000000
25.01292601,121.54096820,179.82200000,4.00000000,1.00000000,225.00000000
25.01292613,121.54096820,178.87100000,4.00000000,1.00000000,225.00000000
25.01292601,121.54096820,179.84400000,4.00000000,1.00000000,225.00000000
25.01292602,121.54096830,179.75400000,4.00000000,1.00000000,225.00000000
25.01292608,121.54096820,180.73700000,4.00000000,1.00000000,225.00000000
25.01292601,121.54096830,181.16600000,4.00000000,1.00000000,225.00000000
25.01292598,121.54096820,179.69500000,4.00000000,1.00000000,225.00000000
25.01292599,121.54096820,181.15800000,4.00000000,1.00000000,225.00000000
25.01292599,121.54096820,179.59800000,4.00000000,1.00000000,225.00000000
25.01292602,121.54096830,178.71700000,4.00000000,1.00000000,225.00000000
25.01292603,121.54096820,179.83300000,4.00000000,1.00000000,225.00000000
25.01292606,121.54096820,179.39300000,4.00000000,1.00000000,225.00000000
25.01292603,121.54096820,178.88000000,4.00000000,1.00000000,225.00000000
25.01292604,121.54096820,179.23000000,4.00000000,1.00000000,225.00000000
25.01292608,121.54096820,181.18800000,4.00000000,1.00000000,225.00000000
25.01292608,121.54096820,180.31200000,4.00000000,1.00000000,225.00000000
25.01292608,121.54096820,178.67500000,4.00000000,1.00000000,225.00000000
25.01292607,121.54096830,179.74300000,4.00000000,1.00000000,225.00000000
25.01292606,121.54096820,180.03700000,4.00000000,1.00000000,225.00000000
25.01292606,121.54096820,179.27400000,4.00000000,1.00000000,225.00000000
25.01292605,121.54096820,180.34400000,4.00000000,1.00000000,225.00000000
25.01292603,121.54096820,178.64900000,4.00000000,1.00000000,225.00000000
25.01292604,121.54096830,180.78100000,4.00000000,1.00000000,225.00000000
25.01292602,121.54096820,179.09800000,4.00000000,1.00000000,225.00000000
25.01292566,121.54096680,135.75500000,2.00000000,1.00000000,270.00000000
25.01292556,121.54096690,133.70100000,2.00000000,1.00000000,270.00000000
25.01292546,121.54096690,134.18700000,2.00000000,1.00000000,270.00000000
25.01292546,121.54096700,135.31800000,2.00000000,1.00000000,270.00000000
25.01292536,121.54096700,135.05100000,2.00000000,1.00000000,270.00000000
25.01292536,121.54096700,134.70000000,2.00000000,1.00000000,270.00000000
25.01292526,121.54096710,133.58400000,2.00000000,1.00000000,270.00000000
25.01292516,121.54096710,134.30300000,2.00000000,1.00000000,270.00000000
25.01292506,121.54096710,134.42000000,2.00000000,1.00000000,270.00000000
25.01292496,121.54096710,134.53400000,2.00000000,1.00000000,270.00000000
25.01292496,121.54096710,133.84500000,2.00000000,1.00000000,270.00000000
25.01292476,121.54096710,134.46000000,2.00000000,1.00000000,270.00000000
25.01292476,121.54096710,134.69000000,2.00000000,1.00000000,270.00000000
25.01292466,121.54096710,134.69000000,2.00000000,1.00000000,270.00000000
25.01292456,121.54096710,135.40900000,2.00000000,1.00000000,270.00000000
25.01292446,121.54096710,133.68800000,2.00000000,1.00000000,270.00000000
25.01292446,121.54096710,135.48300000,2.00000000,1.00000000,270.00000000
25.01292436,121.54096710,135.97500000,2.00000000,1.00000000,270.00000000
25.01292426,121.54096710,134.93000000,2.00000000,1.00000000,270.00000000
25.01292416,121.54096710,135.83200000,2.00000000,1.00000000,270.00000000
25.01292396,121.54096710,134.94400000,2.00000000,1.00000000,270.00000000
25.01292386,121.54096720,134.97300000,2.00000000,1.00000000,270.00000000
25.01292376,121.54096730,134.62000000,2.00000000,1.00000000,270.00000000
25.01292366,121.54096730,134.95100000,2.00000000,1.00000000,270.00000000
25.01292356,121.54096740,135.65800000,2.00000000,1.00000000,270.00000000
25.01292356,121.54096740,134.93500000,2.00000000,1.00000000,270.00000000
25.01292346,121.54096750,136.12100000,2.00000000,1.00000000,270.00000000
25.01292336,121.54096760,134.38800000,2.00000000,1.00000000,270.00000000
25.01292316,121.54096780,136.36500000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.42600000,2.00000000,1.00000000,270.00000000
25.01292316,121.54096780,133.84300000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,136.20500000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.98800000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,135.31800000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,135.97600000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,135.14900000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.00800000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.56600000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,135.65600000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,135.85500000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.33400000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.58900000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,133.80600000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,135.00200000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.66100000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,135.19700000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,134.65600000,2.00000000,1.00000000,270.00000000
25.01292336,121.54096770,134.05000000,2.00000000,1.00000000,270.00000000
25.01292326,121.54096770,136.16900000,2.00000000,1.00000000,270.00000000
