X,Y,Lat,Lon,HDT,indicator,p_n,t_n
-0.44445,0.05458,25.01292373,121.5409647,-1.0,2.0,1.0,180.0
-0.43681,0.06269,25.01292383,121.5409647,-1.0,2.0,1.0,180.0
-0.43681,0.06269,25.01292383,121.5409647,-1.0,2.0,1.0,180.0
-0.42949,0.05583,25.01292383,121.5409648,-1.0,2.0,1.0,180.0
-0.42949,0.05583,25.01292383,121.5409648,-1.0,2.0,1.0,180.0
-0.42949,0.05583,25.01292383,121.5409648,-1.0,2.0,1.0,180.0
-0.42218,0.04897,25.01292383,121.5409649,-1.0,2.0,1.0,180.0
-0.42949,0.05583,25.01292383,121.5409648,-1.0,2.0,1.0,180.0
-0.43714,0.04772,25.01292373,121.5409648,-1.0,2.0,1.0,180.0
-0.42982,0.04086,25.01292373,121.5409649,-1.0,2.0,1.0,180.0
-0.43747,0.03275,25.01292363,121.5409649,-1.0,2.0,1.0,180.0
-0.43015,0.02589,25.01292363,121.540965,-1.0,2.0,1.0,180.0
-0.43015,0.02589,25.01292363,121.540965,-1.0,2.0,1.0,180.0
-0.43048,0.01092,25.01292353,121.5409651,-1.0,2.0,1.0,180.0
-0.43048,0.01092,25.01292353,121.5409651,-1.0,2.0,1.0,180.0
-0.42317,0.00406,25.01292353,121.5409652,-1.0,2.0,1.0,180.0
-0.43082,-0.00405,25.01292343,121.5409652,-1.0,2.0,1.0,180.0
-0.43115,-0.01902,25.01292333,121.5409653,-1.0,2.0,1.0,180.0
-0.43879,-0.02714,25.01292323,121.5409653,-1.0,2.0,1.0,180.0
-0.43148,-0.03399,25.01292323,121.5409654,-1.0,2.0,1.0,180.0
-0.43148,-0.03399,25.01292323,121.5409654,-1.0,2.0,1.0,180.0
-0.43912,-0.04211,25.01292313,121.5409654,-1.0,2.0,1.0,180.0
-0.43181,-0.04897,25.01292313,121.5409655,-1.0,2.0,1.0,180.0
-0.44677,-0.05022,25.01292303,121.5409654,-1.0,2.0,1.0,180.0
-0.4471,-0.06519,25.01292293,121.5409655,-1.0,2.0,1.0,180.0
-0.46238,-0.08142,25.01292273,121.5409655,-1.0,2.0,1.0,180.0
-0.00961,0.00442,25.01292607,121.5409682,-1.0,4.0,1.0,180.0
-0.01114,0.0028,25.01292605,121.5409682,-1.0,4.0,1.0,180.0
-0.01037,0.00361,25.01292606,121.5409682,-1.0,4.0,1.0,180.0
0.00196,-0.01254,25.01292603,121.5409684,-1.0,4.0,1.0,225.0
-0.00382,-0.00406,25.01292605,121.5409683,-1.0,4.0,1.0,225.0
-0.00229,-0.00243,25.01292607,121.5409683,-1.0,4.0,1.0,225.0
-0.00306,-0.00325,25.01292606,121.5409683,-1.0,4.0,1.0,225.0
-0.00382,-0.00406,25.01292605,121.5409683,-1.0,4.0,1.0,225.0
-0.00229,-0.00243,25.01292607,121.5409683,-1.0,4.0,1.0,225.0
-0.00382,-0.00406,25.01292605,121.5409683,-1.0,4.0,1.0,225.0
-0.00033,-0.01497,25.012926,121.5409684,-1.0,4.0,1.0,225.0
-0.00076,-0.00081,25.01292609,121.5409683,-1.0,4.0,1.0,225.0
-0.00459,-0.00487,25.01292604,121.5409683,-1.0,4.0,1.0,225.0
-0.0119,0.00199,25.01292604,121.5409682,-1.0,4.0,1.0,225.0
-0.01037,0.00361,25.01292606,121.5409682,-1.0,4.0,1.0,225.0
-0.00961,0.00442,25.01292607,121.5409682,-1.0,4.0,1.0,225.0
-0.00153,-0.00162,25.01292608,121.5409683,-1.0,4.0,1.0,225.0
-0.00884,0.00523,25.01292608,121.5409682,-1.0,4.0,1.0,225.0
-0.01037,0.00361,25.01292606,121.5409682,-1.0,4.0,1.0,225.0
-0.00961,0.00442,25.01292607,121.5409682,-1.0,4.0,1.0,225.0
-0.00808,0.00605,25.01292609,121.5409682,-1.0,4.0,1.0,225.0
-0.00382,-0.00406,25.01292605,121.5409683,-1.0,4.0,1.0,225.0
-0.00688,-0.0073,25.01292601,121.5409683,-1.0,4.0,1.0,225.0
-0.00339,-0.01822,25.01292596,121.5409684,-1.0,4.0,1.0,225.0
-0.00535,-0.00568,25.01292603,121.5409683,-1.0,4.0,1.0,225.0
-0.00535,-0.00568,25.01292603,121.5409683,-1.0,4.0,1.0,225.0
0.00392,-0.02507,25.01292596,121.5409685,-1.0,4.0,1.0,225.0
-0.0119,0.00199,25.01292604,121.5409682,-1.0,4.0,1.0,225.0
-0.01965,0.02301,25.01292613,121.540968,-1.0,4.0,1.0,225.0
-0.00884,0.00523,25.01292608,121.5409682,-1.0,4.0,1.0,225.0
-0.01419,-0.00044,25.01292601,121.5409682,-1.0,4.0,1.0,225.0
-0.00502,0.00929,25.01292613,121.5409682,-1.0,4.0,1.0,225.0
-0.01419,-0.00044,25.01292601,121.5409682,-1.0,4.0,1.0,225.0
-0.00612,-0.00649,25.01292602,121.5409683,-1.0,4.0,1.0,225.0
-0.00884,0.00523,25.01292608,121.5409682,-1.0,4.0,1.0,225.0
-0.00688,-0.0073,25.01292601,121.5409683,-1.0,4.0,1.0,225.0
-0.01649,-0.00288,25.01292598,121.5409682,-1.0,4.0,1.0,225.0
-0.01572,-0.00207,25.01292599,121.5409682,-1.0,4.0,1.0,225.0
-0.01572,-0.00207,25.01292599,121.5409682,-1.0,4.0,1.0,225.0
-0.00612,-0.00649,25.01292602,121.5409683,-1.0,4.0,1.0,225.0
-0.01266,0.00118,25.01292603,121.5409682,-1.0,4.0,1.0,225.0
-0.01037,0.00361,25.01292606,121.5409682,-1.0,4.0,1.0,225.0
